対象日   : 0:受注日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
対象日付 : 2026年07月19日 ～ 2026年08月19日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
受注NO,製品原反,行NO,受注日,指定納期,出荷予定日,今回経理締日付,受注区分,預り区分,初期値取引区分,部門,部門名,担当者,担当者名,得意先,得意先略称,得意先名1,得意先名2,得意先郵便番号,得意先住所1,得意先住所2,得意先住所3,得意先TEL,得意先FAX,納品先,納品先略称,納品先名1,納品先名2,納品先郵便番号,納品先住所1,納品先住所2,納品先住所3,納品先TEL,納品先FAX,出庫倉庫,出庫倉庫名,配送コース,配送コース名,グループ,グループ名,得意先名称入力区分,得意先敬称区分,納品先名称入力区分,納品先敬称区分,依頼NO,受注伝票種別,伝票備考,伝票メモ,伝票合計受注金額,伝票合計消費税額,受注出荷完了区分,受注売上完了区分,画面区分,税区分,計上区分,消費税算出処理区分,消費税算出単位区分,消費税端数処理桁数区,消費税端数処理区分,単価端数処理区分,金額端数処理区分,受注伝票発行フラグ,承認済フラグ,AEC注文番号,AEC連携フラグ,処理区分,拡張項目1,拡張項目2,拡張項目3,拡張項目4,拡張項目5,運送会社,運送会社名,時間指定,納品案内書発行区分,社内備考1,社内備考2,社内備考3,社内備考4,荷姿,工場受注伝票発行フラグ,加工区分,回答納期,例外区分,ユーザ,梱包仕様,梱包仕様名,パレット数,ラベル印字1,ラベル印字2,ラベル印字3,ラベル印字4,特記表示区分,商品特記事項,製造条件特記事項,加工内容,受注総数,原反投入総数,製品登録数,原反登録数,東レ特記事項,出荷時間,用途,用途名,ロットNO管理区分,原価金額,原価単価,数量,在庫場所,投入場所,投入場所名,受注金額,受注消費税額,受注数,受注単価,商品,種類,種類名,用途,用途名,詳細,詳細名,商品分類4,商品分類4名,商品分類5,商品分類5名,在庫分類,在庫分類名,経理分類,経理分類名,商品名1,商品名2,単位,名義区分,明細メモ,明細備考1,明細備考2,生産計画入力,加工完了,出荷日_開始日,出荷日_終了日,売上日_開始日,売上日_最終日,契約NO,投入日付,品名,登録者名,EC面指定,EC面指定名,トリミング,融着,本数
00081759,原反,001,2026/07/21,2026/07/31,2026/07/31,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,T7-106,100,,,"22,845",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/07/31,1:通常,中央物産,,,0,,,,,0:1明細目,"フラップ逆転方式
10mm原反のＱ面にＥＣ加工(No2020-003)",接続：ベージュテープ50mm幅　ぬれ検査頻度：1回/5本　原反10mmにEC加工　融着行き,"EC,融着",88.00,400,1,2,"フラップ逆転方式
32枚梱包
コロナ処理面を記載した用紙を同梱",,50103,トーレペフ Y(工材),1:対象外,0,0.00,200.00,SG,1021,EC,0,0,0.00,0.00,B1OA0AGA5100FBD,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,30100-AG00-1050X100FA BK0M,,m,0:自社,,,,,,,,,,,2026/07/27,6710,河合 直樹,,,,0,2
00081759,原反,002,2026/07/21,2026/07/31,2026/07/31,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,T7-106,100,,,"22,845",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/07/31,1:通常,中央物産,,,0,,,,,0:1明細目,"フラップ逆転方式
10mm原反のＱ面にＥＣ加工(No2020-003)",接続：ベージュテープ50mm幅　ぬれ検査頻度：1回/5本　原反10mmにEC加工　融着行き,"EC,融着",88.00,400,1,2,"フラップ逆転方式
32枚梱包
コロナ処理面を記載した用紙を同梱",,50103,トーレペフ Y(工材),1:対象外,0,0.00,200.00,SG,1121,融着機,0,0,0.00,0.00,B1O50AGA5200FB4,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000003,4原材料,02,社外加工,30050-AG00-1050X200FA BK0C,,m,0:自社,,,,,,,,,,,2026/07/27,6710,河合 直樹,,,,0,1
00081760,製品,001,2026/07/21,2026/07/31,2026/07/31,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,本多産業(株)向け在庫分(30070),本多産業(株)向け在庫分(30070),,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,,,03,その他,1:する,1:御中,1:する,2:様,,700,,,0,0,1:完了,1:完了,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,★原反支給　★当原反の品質保証(製造ﾛｯﾄ･外観品位)に関する責任は営業部に帰属します,,,営）材料単価×1.01+紙管代405円,,,2:自社,2026/07/31,1:通常,本多産業,,,0,,,,,0:1明細目,,,スライス,300.00,150,2,1,,,51200,自社加工,1:対象外,0,0.00,150.00,,,,0,0,150.00,0.00,A5O70BGA0050FN1,551,ペフ,55103,ﾍﾟﾌ　弱電,,,430500,加工-売上,,,000001,2製品,02,社外加工,ﾄｰﾚﾍﾟﾌ 30070-BG00-1000X 50F-A H,,m,0:自社,,,,済,済,2026/07/31,2026/07/31,2026/07/31,2026/07/31,,,KAKO,菱田 昌美,,,0:なし,0,0
00081760,製品,002,2026/07/21,2026/07/31,2026/07/31,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,本多産業(株)向け在庫分(30070),本多産業(株)向け在庫分(30070),,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,,,03,その他,1:する,1:御中,1:する,2:様,,700,,,0,0,1:完了,1:完了,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,★原反支給　★当原反の品質保証(製造ﾛｯﾄ･外観品位)に関する責任は営業部に帰属します,,,営）材料単価×1.01+紙管代405円,,,2:自社,2026/07/31,1:通常,本多産業,,,0,,,,,0:1明細目,,,スライス,300.00,150,2,1,,,51200,自社加工,1:対象外,0,0.00,150.00,,,,0,0,150.00,0.00,A5O30BGA0050FN1,551,ペフ,51200,自社加工,,,430500,加工-売上,,,000001,2製品,02,社外加工,ﾄｰﾚﾍﾟﾌ 30030-BG00-1000X 50F-A Q,,m,0:自社,,,,済,済,2026/07/31,2026/07/31,2026/07/31,2026/07/31,,,KAKO,菱田 昌美,,,0:なし,0,0
00081760,原反,001,2026/07/21,2026/07/31,2026/07/31,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,本多産業(株)向け在庫分(30070),本多産業(株)向け在庫分(30070),,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,,,03,その他,1:する,1:御中,1:する,2:様,,700,,,0,0,1:完了,1:完了,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,★原反支給　★当原反の品質保証(製造ﾛｯﾄ･外観品位)に関する責任は営業部に帰属します,,,営）材料単価×1.01+紙管代405円,,,2:自社,2026/07/31,1:通常,本多産業,,,0,,,,,0:1明細目,,,スライス,300.00,150,2,1,,,51200,自社加工,1:対象外,0,0.00,150.00,EI,1011,スライス機1,0,0,0.00,0.00,P5OA0AGA0050FN1,551,ペフ,55109,ﾍﾟﾌ　その他,,,430503,加工-仕入-材,,,000003,4原材料,01,社外製品,30100-AG00-1000X 50F-A,分類：加工,m,0:自社,,,,,,,,,,,2026/07/24,JSYA,菱田 昌美,,,,0,3
00081762,製品,001,2026/07/21,2026/08/06,2026/08/06,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,T7-95,100,,,"32,832",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/06,1:通常,大吉プラスチック,,,0,,,,,0:1明細目,,熱風設定温度(上下)：夏季340℃、冬季350℃,融着,240.00,900,1,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,240.00,,,,"32,832",0,240.00,136.80,A1OADDG82114YG3,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,30300-DG00- 820X114YA BK0,,枚,0:自社,,,,済,済,2026/08/03,2026/08/03,2026/08/12,2026/08/12,189339W,,6713,河合 直樹,,,1:あり,3,0
00081762,原反,001,2026/07/21,2026/08/06,2026/08/06,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,T7-95,100,,,"32,832",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/06,1:通常,大吉プラスチック,,,0,,,,,0:1明細目,,熱風設定温度(上下)：夏季340℃、冬季350℃,融着,240.00,900,1,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,900.00,SG,1121,融着機,0,0,0.00,0.00,B1OA0AGA0100FBD,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,30100-AG00-1000X100FA BK0C,,m,0:自社,,,,,,,,,,,2026/08/03,6710,河合 直樹,,,,0,9
00081763,製品,001,2026/07/21,2026/08/06,2026/08/06,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,T7-98,100,,,"10,224",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/06,1:通常,大吉プラスチック,,,0,,,,,0:1明細目,,熱風温度上下：夏季340℃、冬季350℃,融着,60.00,300,1,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,60.00,,,,"10,224",0,60.00,170.40,A1OADDG82142YN1,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,30300-DG00-820x142YA,,枚,0:自社,,,,済,済,2026/08/03,2026/08/03,2026/08/12,2026/08/12,189350J,,6713,河合 直樹,,,0:なし,0,0
00081763,原反,001,2026/07/21,2026/08/06,2026/08/06,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,T7-98,100,,,"10,224",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/06,1:通常,大吉プラスチック,,,0,,,,,0:1明細目,,熱風温度上下：夏季340℃、冬季350℃,融着,60.00,300,1,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,300.00,SG,1121,融着機,0,0,0.00,0.00,B1OA0AGA0100FN1,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,30100-AG00-1000X100FA    C,,m,0:自社,,,,,,,,,,,2026/08/03,6710,河合 直樹,,,,0,3
00081764,製品,001,2026/07/21,2026/08/17,2026/08/17,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-75,100,,,"48,600",0,1:完了,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/17,1:通常,レゾナック,,,0,,,,,0:1明細目,ぬれ測定全ロール実施。3インチ紙管,接続：緑テープ50mm幅　検査表提出　ぬれ検査頻度：全数,EC,"2,700.00","2,700",1,1,"試験成績書発行
3インチ紙管",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"2,700.00",,,,"48,600",0,"2,700.00",18.00,A1A10NYC5300FWC,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,10010-NY00-1250x300FAWH1V,,m,0:自社,,,,済,済,2026/08/10,2026/08/10,,,189373W,,6713,河合 直樹,01,両面,0:なし,0,0
00081764,原反,001,2026/07/21,2026/08/17,2026/08/17,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-75,100,,,"48,600",0,1:完了,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/17,1:通常,レゾナック,,,0,,,,,0:1明細目,ぬれ測定全ロール実施。3インチ紙管,接続：緑テープ50mm幅　検査表提出　ぬれ検査頻度：全数,EC,"2,700.00","2,700",1,1,"試験成績書発行
3インチ紙管",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"2,700.00",SG,1021,EC,0,0,0.00,0.00,B1A10AYC5300FW3,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,10010-AY00-1250X300FA WH1C,,m,0:自社,,,,,,,,,,,2026/08/07,6710,河合 直樹,,,,0,9
00081767,製品,001,2026/07/21,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-73,100,,,"330,878",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,光洋産業,,,0,,,,,0:1明細目,,接続：ベージュテープ50mm幅,"EC,スライス,スリット","7,193.00","3,600",2,2,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,"6,900.00",,,,"317,400",0,"6,900.00",46.00,A1F0AKYA3300FW3,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,15005-KY00-1030X300FA WH1C,原 15011-1100,m,0:自社,,,,済,一部,2026/08/07,2026/08/10,2026/08/12,2026/08/12,189376G,,6713,河合 直樹,06,スキン面,0:なし,0,0
00081767,製品,002,2026/07/21,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-73,100,,,"330,878",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,光洋産業,,,0,,,,,0:1明細目,,接続：ベージュテープ50mm幅,"EC,スライス,スリット","7,193.00","3,600",2,2,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,293.00,,,,"13,478",0,293.00,46.00,A1F0AKYA3290FW3,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,15005-KY00-1030X293FA WH1C,短尺：290～294m,m,0:自社,,,,済,一部,,,2026/08/12,2026/08/12,191606S,,6713,河合 直樹,,,0:なし,0,0
00081767,原反,001,2026/07/21,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-73,100,,,"330,878",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,光洋産業,,,0,,,,,0:1明細目,,接続：ベージュテープ50mm幅,"EC,スライス,スリット","7,193.00","3,600",2,2,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,"1,500.00",SG,1013,LAC/EC機,0,0,0.00,0.00,B1F11AYB0300FW3,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,15011-AY00-1100X300FA WH1C,,m,0:自社,,,,,,,,,,,2026/08/04,6710,河合 直樹,,,,0,5
00081767,原反,002,2026/07/21,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-73,100,,,"330,878",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,光洋産業,,,0,,,,,0:1明細目,,接続：ベージュテープ50mm幅,"EC,スライス,スリット","7,193.00","3,600",2,2,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,"2,100.00",SG,1013,LAC/EC機,0,0,0.00,0.00,B1F11AYB0300FW3,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,15011-AY00-1100X300FA WH1R,,m,0:自社,,,,,,,,,,,2026/08/04,6710,河合 直樹,,,,0,7
00081768,製品,001,2026/07/21,2026/08/04,2026/07/31,2026/07/31,0:通常,0:通常,01,105501,営業55,000498,新庄 健,040014,大和ﾘｰｽ(株)★,,,,,,,,,096001,大和リース(株)　岡山デポ,大和リース株式会社　岡山デポ,　７番シャッター,719-3211,岡山県真庭市樫西270,,,0867-42-7231,0867-42-7234,520201,湖南工場01本倉庫,0006,末 出荷日＝売上計上,03,その他,0:しない,,1:する,2:様,S260721-1,100,,,"85,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0012,中央倉庫(EDI)土曜無,,,再）加工機トラブルのため原反投入が遅れます　　7/28入➡7/30入,,,営）原反営業手配 　送料(２巻\2000円 ４巻￥3000円 ６巻～無し),,,2:自社,,1:通常,大和リース,,,0,,,,,0:1明細目,,,スリット,400.00,400,1,1,,,50103,トーレペフ Y(工材),1:対象外,"52,160",130.40,400.00,,,,"85,800",0,400.00,214.50,A2P408Y53200FG4,551,ペフ,50103,トーレペフ Y(工材),,,,,,,000001,2製品,02,社外加工,0R040-8Y0B- 535X200F-AGA1C,,M,0:自社,,,,済,済,2026/07/31,2026/07/31,2026/07/31,2026/07/31,,,6713,菱田 昌美,,,0:なし,0,0
00081768,原反,001,2026/07/21,2026/08/04,2026/07/31,2026/07/31,0:通常,0:通常,01,105501,営業55,000498,新庄 健,040014,大和ﾘｰｽ(株)★,,,,,,,,,096001,大和リース(株)　岡山デポ,大和リース株式会社　岡山デポ,　７番シャッター,719-3211,岡山県真庭市樫西270,,,0867-42-7231,0867-42-7234,520201,湖南工場01本倉庫,0006,末 出荷日＝売上計上,03,その他,0:しない,,1:する,2:様,S260721-1,100,,,"85,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0012,中央倉庫(EDI)土曜無,,,再）加工機トラブルのため原反投入が遅れます　　7/28入➡7/30入,,,営）原反営業手配 　送料(２巻\2000円 ４巻￥3000円 ６巻～無し),,,2:自社,,1:通常,大和リース,,,0,,,,,0:1明細目,,,スリット,400.00,400,1,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,400.00,K ,2013,スリット機1　湖南,0,0,0.00,0.00,B2P408Y68200FG4,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,0R040-8Y0B- 680X200F-AGA1C,,M,0:自社,,,,,,,,,,,2026/07/30,6713,菱田 昌美,,,,0,2
00081769,製品,001,2026/07/21,2026/08/19,2026/08/19,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-71,100,,,"240,000",0,1:完了,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/19,1:通常,ﾀﾞｲｳﾚ,,,0,,,,,0:1明細目,,接続：ベージュテープ50mm幅　ぬれ検査頻度：1回/5本　スライス行き,"EC,スライス","12,000.00","6,000",1,1,"1.ジョイント部分の端部に赤色テープ(マーキング用)を貼り付け(スライスの両方とも)側面から判別できるようにする。
2.製品ラベルに接続点個数を明記。",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"12,000.00",,,,"240,000",0,"12,000.00",20.00,A1O15KEA5300FG3,551,ペフ,50105,トーレペフ V(TPI),,,999999,対象外,,,000001,2製品,02,社外加工,30015-KE20-1050X300FA GA0U,,m,0:自社,,,,済,済,2026/08/17,2026/08/17,,,189371K,,6713,河合 直樹,06,スキン面,0:なし,0,0
00081769,原反,001,2026/07/21,2026/08/19,2026/08/19,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-71,100,,,"240,000",0,1:完了,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/19,1:通常,ﾀﾞｲｳﾚ,,,0,,,,,0:1明細目,,接続：ベージュテープ50mm幅　ぬれ検査頻度：1回/5本　スライス行き,"EC,スライス","12,000.00","6,000",1,1,"1.ジョイント部分の端部に赤色テープ(マーキング用)を貼り付け(スライスの両方とも)側面から判別できるようにする。
2.製品ラベルに接続点個数を明記。",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"6,000.00",SG,1021,EC,0,0,0.00,0.00,B1O30AEA5300FG3,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,30030-AE20-1050X300FA GA0U,,m,0:自社,,,,,,,,,,,2026/08/10,6710,河合 直樹,,,,0,20
00081770,製品,001,2026/07/21,2026/08/17,2026/08/17,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-64,100,,,"6,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/17,1:通常,住電,,,0,,,,,0:1明細目,,幅の検査は全数行うこと,スリット,"1,600.00",400,1,1,"「精密スリッター」「巾公差±0.5mm」
①加工検査表を大阪/上杉氏宛に送付してください。
②全量を幅測定してください。
シールラベル作成する。",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"1,600.00",,,,"6,800",0,"1,600.00",4.25,A1A20AA23200JW3,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,10020-AA00-232x200JAWH1C,,m,0:自社,,,,済,済,2026/08/05,2026/08/05,2026/08/12,2026/08/12,189364Z,,6713,河合 直樹,,,0:なし,0,0
00081770,原反,001,2026/07/21,2026/08/17,2026/08/17,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y7-64,100,,,"6,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/17,1:通常,住電,,,0,,,,,0:1明細目,,幅の検査は全数行うこと,スリット,"1,600.00",400,1,1,"「精密スリッター」「巾公差±0.5mm」
①加工検査表を大阪/上杉氏宛に送付してください。
②全量を幅測定してください。
シールラベル作成する。",,50103,トーレペフ Y(工材),1:対象外,0,0.00,400.00,SG,1042,スリット機1,0,0,0.00,0.00,B1A20AAA0200FWC,551,ペフ,,,,,,,,,000003,4原材料,02,社外加工,10020-AA00-1000X200FA WH1P,,m,0:自社,,,,,,,,,,,2026/08/04,6710,河合 直樹,,,,0,2
